ENSMUSG00000064341	PF00146
ENSMUSG00000020257	PF00400
ENSMUSG00000031241	PF00907
ENSMUSG00000054106	PF00089
ENSMUSG00000052727	PF00414
ENSMUSG00000040929	PF04589
ENSMUSG00000040929	PF02257
ENSMUSG00000079057	PF00067
ENSMUSG00000041736	PF03073
ENSMUSG00000095658	PF07562
ENSMUSG00000095658	PF01094
ENSMUSG00000095658	PF00003
ENSMUSG00000052981	PF00179
ENSMUSG00000079628	PF00046
ENSMUSG00000058240	PF08240
ENSMUSG00000058240	PF00107
ENSMUSG00000034453	PF04560
ENSMUSG00000034453	PF04566
ENSMUSG00000034453	PF04563
ENSMUSG00000034453	PF00562
ENSMUSG00000034453	PF04565
ENSMUSG00000034453	PF04567
ENSMUSG00000034453	PF04561
ENSMUSG00000021647	PF06373
ENSMUSG00000073386	PF07686
ENSMUSG00000031993	PF02194
ENSMUSG00000031993	PF08628
ENSMUSG00000031993	PF00787
ENSMUSG00000031242	PF03357
ENSMUSG00000016757	PF03133
ENSMUSG00000002617	PF01352
ENSMUSG00000002617	PF00096
ENSMUSG00000071769	PF00046
ENSMUSG00000020177	PF00062
ENSMUSG00000079627	PF00046
ENSMUSG00000033453	PF01562
ENSMUSG00000033453	PF19236
ENSMUSG00000033453	PF01421
ENSMUSG00000033453	PF05986
ENSMUSG00000033453	PF17771
ENSMUSG00000033453	PF00090
ENSMUSG00000033453	PF19030
ENSMUSG00000040928	PF15427
ENSMUSG00000022665	PF13778
ENSMUSG00000043939	PF07686
ENSMUSG00000069516	PF00062
ENSMUSG00000069515	PF00062
ENSMUSG00000073007	PF07984
ENSMUSG00000020253	PF00481
ENSMUSG00000030235	PF07648
ENSMUSG00000030235	PF03137
ENSMUSG00000091945	PF00003
ENSMUSG00000091945	PF01094
ENSMUSG00000091945	PF07562
ENSMUSG00000022664	PF04142
ENSMUSG00000001270	PF02807
ENSMUSG00000001270	PF00217
ENSMUSG00000027790	PF16863
ENSMUSG00000027790	PF00088
ENSMUSG00000027790	PF13802
ENSMUSG00000027790	PF01055
ENSMUSG00000042265	PF07686
ENSMUSG00000036938	PF00089
ENSMUSG00000060950	PF08704
ENSMUSG00000048304	PF13855
ENSMUSG00000041754	PF07686
ENSMUSG00000022663	PF03987
ENSMUSG00000040560	PF00400
ENSMUSG00000027792	PF00135
ENSMUSG00000027792	PF08674
ENSMUSG00000049792	PF02179
ENSMUSG00000071521	PF00089
ENSMUSG00000091076	PF01094
ENSMUSG00000091076	PF07562
ENSMUSG00000091076	PF00003
ENSMUSG00000031684	PF13593
ENSMUSG00000071519	PF00089
ENSMUSG00000058119	PF00089
ENSMUSG00000012076	PF08598
ENSMUSG00000027957	PF04142
ENSMUSG00000056812	PF00777
ENSMUSG00000038518	PF02928
ENSMUSG00000038518	PF02373
ENSMUSG00000038518	PF02375
ENSMUSG00000038518	PF01388
ENSMUSG00000022142	PF03177
ENSMUSG00000022142	PF08801
ENSMUSG00000028514	PF12030
ENSMUSG00000028514	PF00443
ENSMUSG00000045991	PF00046
ENSMUSG00000045991	PF02376
ENSMUSG00000025268	PF01454
ENSMUSG00000071517	PF00089
ENSMUSG00000063358	PF00069
ENSMUSG00000037787	PF10231
ENSMUSG00000036918	PF13181
ENSMUSG00000036918	PF19440
ENSMUSG00000030114	PF00059
ENSMUSG00000019899	PF00055
ENSMUSG00000019899	PF06008
ENSMUSG00000019899	PF00054
ENSMUSG00000019899	PF00052
ENSMUSG00000019899	PF02210
ENSMUSG00000019899	PF00053
ENSMUSG00000019899	PF06009
ENSMUSG00000062751	PF00089
ENSMUSG00000068877	PF05694
ENSMUSG00000001496	PF00046
ENSMUSG00000032267	PF00443
ENSMUSG00000021598	PF09748
ENSMUSG00000028811	PF00579
ENSMUSG00000028811	PF01588
ENSMUSG00000114797	PF15967
ENSMUSG00000090966	PF01094
ENSMUSG00000090966	PF00003
ENSMUSG00000090966	PF07562
ENSMUSG00000058669	PF00046
ENSMUSG00000001497	PF00292
ENSMUSG00000031994	PF01421
ENSMUSG00000031994	PF05986
ENSMUSG00000031994	PF00090
ENSMUSG00000031994	PF01562
ENSMUSG00000031994	PF17771
ENSMUSG00000031994	PF19236
ENSMUSG00000031994	PF19030
ENSMUSG00000091407	PF01094
ENSMUSG00000091407	PF00003
ENSMUSG00000091407	PF07562
ENSMUSG00000039801	PF15392
ENSMUSG00000044254	PF18464
ENSMUSG00000044254	PF05922
ENSMUSG00000044254	PF00082
ENSMUSG00000044254	PF18463
ENSMUSG00000044254	PF18459
ENSMUSG00000030236	PF07648
ENSMUSG00000030236	PF03137
ENSMUSG00000025418	PF15462
ENSMUSG00000085933	PF15105
ENSMUSG00000021646	PF01039
ENSMUSG00000022661	PF00047
ENSMUSG00000036557	PF07004
ENSMUSG00000057163	PF00089
ENSMUSG00000032264	PF06248
ENSMUSG00000084927	PF03137
ENSMUSG00000084927	PF07648
ENSMUSG00000034151	PF00643
ENSMUSG00000053182	PF07686
ENSMUSG00000047412	PF00651
ENSMUSG00000047412	PF00096
ENSMUSG00000055531	PF00076
ENSMUSG00000036270	PF16529
ENSMUSG00000007458	PF02157
ENSMUSG00000002012	PF00069
ENSMUSG00000034139	PF00079
ENSMUSG00000001333	PF00038
ENSMUSG00000031683	PF01423
ENSMUSG00000051682	PF07686
ENSMUSG00000044287	PF15056
ENSMUSG00000036083	PF07690
ENSMUSG00000022773	PF03226
ENSMUSG00000022141	PF12765
ENSMUSG00000022141	PF12830
ENSMUSG00000048310	PF00069
ENSMUSG00000034926	PF01565
ENSMUSG00000116542	PF07686
ENSMUSG00000031896	PF00089
ENSMUSG00000033400	PF14702
ENSMUSG00000033400	PF06202
ENSMUSG00000033400	PF14699
ENSMUSG00000033400	PF14701
ENSMUSG00000036438	PF13499
ENSMUSG00000036438	PF00036
ENSMUSG00000030237	PF03137
ENSMUSG00000030237	PF07648
ENSMUSG00000063663	PF00439
ENSMUSG00000063663	PF00400
ENSMUSG00000040818	PF08616
ENSMUSG00000040818	PF09794
ENSMUSG00000057236	PF00400
ENSMUSG00000057236	PF12265
ENSMUSG00000012609	PF03133
ENSMUSG00000071068	PF07686
ENSMUSG00000003778	PF00439
ENSMUSG00000045394	PF18635
ENSMUSG00000045394	PF00086
ENSMUSG00000104301	PF00400
ENSMUSG00000032355	PF15274
ENSMUSG00000020037	PF02257
ENSMUSG00000033210	PF00999
ENSMUSG00000033210	PF00027
ENSMUSG00000034919	PF13181
ENSMUSG00000027835	PF06840
ENSMUSG00000043740	PF07686
ENSMUSG00000021987	PF06602
ENSMUSG00000020183	PF13620
ENSMUSG00000020183	PF00246
ENSMUSG00000022659	PF15666
ENSMUSG00000031995	PF00431
ENSMUSG00000031995	PF00057
ENSMUSG00000031995	PF01390
ENSMUSG00000031995	PF00089
ENSMUSG00000021986	PF09422
ENSMUSG00000000759	PF04130
ENSMUSG00000000759	PF17681
ENSMUSG00000023992	PF07686
ENSMUSG00000057572	PF01951
ENSMUSG00000025266	PF01926
ENSMUSG00000057531	PF04440
ENSMUSG00000016763	PF14670
ENSMUSG00000016763	PF07699
ENSMUSG00000016763	PF12947
ENSMUSG00000016763	PF07645
ENSMUSG00000016763	PF00431
ENSMUSG00000016763	PF12662
ENSMUSG00000043572	PF03129
ENSMUSG00000043572	PF00587
ENSMUSG00000024588	PF00762
ENSMUSG00000033177	PF01390
ENSMUSG00000033177	PF00089
ENSMUSG00000033177	PF00057
ENSMUSG00000033177	PF00431
ENSMUSG00000031245	PF01101
ENSMUSG00000028807	PF00651
ENSMUSG00000035620	PF10165
ENSMUSG00000021877	PF00025
ENSMUSG00000031246	PF04908
ENSMUSG00000041698	PF03137
ENSMUSG00000041698	PF07648
ENSMUSG00000050035	PF00412
ENSMUSG00000022658	PF00402
ENSMUSG00000022658	PF00307
ENSMUSG00000060935	PF15475
ENSMUSG00000005360	PF00375
ENSMUSG00000024151	PF01624
ENSMUSG00000024151	PF05188
ENSMUSG00000024151	PF05192
ENSMUSG00000024151	PF05190
ENSMUSG00000024151	PF00488
ENSMUSG00000049038	PF02536
ENSMUSG00000033157	PF00561
ENSMUSG00000050138	PF07885
ENSMUSG00000093922	PF01158
ENSMUSG00000023277	PF00241
ENSMUSG00000070044	PF12516
ENSMUSG00000020038	PF03441
ENSMUSG00000020038	PF00875
ENSMUSG00000068876	PF01576
ENSMUSG00000021335	PF07690
ENSMUSG00000036502	PF14967
ENSMUSG00000045322	PF13855
ENSMUSG00000045322	PF01582
ENSMUSG00000045322	PF18837
ENSMUSG00000048621	PF15133
ENSMUSG00000051285	PF01135
ENSMUSG00000031897	PF00227
ENSMUSG00000031897	PF12465
ENSMUSG00000041708	PF00149
ENSMUSG00000029869	PF01404
ENSMUSG00000029869	PF07647
ENSMUSG00000029869	PF07699
ENSMUSG00000029869	PF07714
ENSMUSG00000029869	PF00041
ENSMUSG00000029869	PF14575
ENSMUSG00000035237	PF02450
ENSMUSG00000043702	PF03372
ENSMUSG00000003779	PF00225
ENSMUSG00000005370	PF05188
ENSMUSG00000005370	PF00488
ENSMUSG00000005370	PF05192
ENSMUSG00000005370	PF05190
ENSMUSG00000005370	PF00855
ENSMUSG00000005370	PF01624
ENSMUSG00000071064	PF00096
ENSMUSG00000021336	PF07690
ENSMUSG00000032786	PF00155
ENSMUSG00000032786	PF09029
ENSMUSG00000050799	PF00125
ENSMUSG00000060081	PF16211
ENSMUSG00000060081	PF00125
ENSMUSG00000033386	PF03351
ENSMUSG00000033386	PF02014
ENSMUSG00000029868	PF00520
ENSMUSG00000029868	PF12796
ENSMUSG00000029868	PF13637
ENSMUSG00000026312	PF01049
ENSMUSG00000026312	PF00028
ENSMUSG00000033377	PF03285
ENSMUSG00000025265	PF00169
ENSMUSG00000025265	PF00621
ENSMUSG00000025265	PF01363
ENSMUSG00000056854	PF00046
ENSMUSG00000056854	PF00157
ENSMUSG00000031682	PF15849
ENSMUSG00000022771	PF00160
ENSMUSG00000021990	PF00018
ENSMUSG00000021990	PF00169
ENSMUSG00000021990	PF00621
ENSMUSG00000037022	PF03308
ENSMUSG00000022441	PF13202
ENSMUSG00000022441	PF13499
ENSMUSG00000022441	PF13833
ENSMUSG00000022441	PF08976
ENSMUSG00000029020	PF00350
ENSMUSG00000029020	PF04799
ENSMUSG00000071347	PF00386
ENSMUSG00000071347	PF01391
ENSMUSG00000024370	PF04049
ENSMUSG00000024370	PF13181
ENSMUSG00000024370	PF13414
ENSMUSG00000016327	PF00287
ENSMUSG00000048485	PF00651
ENSMUSG00000048485	PF00096
ENSMUSG00000048485	PF13909
ENSMUSG00000036899	PF12796
ENSMUSG00000036899	PF00520
ENSMUSG00000039748	PF00867
ENSMUSG00000039748	PF00752
ENSMUSG00000029867	PF15838
ENSMUSG00000025264	PF10273
ENSMUSG00000055717	PF15301
ENSMUSG00000104158	PF04111
ENSMUSG00000104158	PF17675
ENSMUSG00000040859	PF03909
ENSMUSG00000031639	PF00560
ENSMUSG00000031639	PF17968
ENSMUSG00000031639	PF13855
ENSMUSG00000031639	PF01582
ENSMUSG00000005371	PF02207
ENSMUSG00000005371	PF12937
ENSMUSG00000005371	PF13229
ENSMUSG00000049658	PF15963
ENSMUSG00000018865	PF00685
ENSMUSG00000032268	PF00089
ENSMUSG00000032268	PF15494
ENSMUSG00000022769	PF02815
ENSMUSG00000034998	PF00250
ENSMUSG00000022768	PF15774
ENSMUSG00000021879	PF12780
ENSMUSG00000021879	PF17852
ENSMUSG00000021879	PF12775
ENSMUSG00000021879	PF12781
ENSMUSG00000021879	PF17857
ENSMUSG00000021879	PF18199
ENSMUSG00000021879	PF18198
ENSMUSG00000021879	PF12774
ENSMUSG00000021879	PF03028
ENSMUSG00000021879	PF12777
ENSMUSG00000021879	PF08393
ENSMUSG00000031681	PF03166
ENSMUSG00000031681	PF03165
ENSMUSG00000019055	PF03171
ENSMUSG00000018868	PF01734
ENSMUSG00000057363	PF16363
ENSMUSG00000057363	PF11803
ENSMUSG00000032259	PF00001
ENSMUSG00000000411	PF00069
ENSMUSG00000038175	PF13920
ENSMUSG00000038175	PF09380
ENSMUSG00000038175	PF09379
ENSMUSG00000038175	PF00373
ENSMUSG00000041653	PF01734
ENSMUSG00000044496	PF10222
ENSMUSG00000041245	PF12202
ENSMUSG00000041245	PF00069
ENSMUSG00000022122	PF00001
ENSMUSG00000032257	PF07714
ENSMUSG00000032257	PF00023
ENSMUSG00000032257	PF12796
ENSMUSG00000079263	PF03137
ENSMUSG00000079263	PF07648
ENSMUSG00000078554	PF14982
ENSMUSG00000041774	PF04794
ENSMUSG00000048349	PF00046
ENSMUSG00000048349	PF00157
ENSMUSG00000029019	PF00212
ENSMUSG00000022437	PF01103
ENSMUSG00000037012	PF03727
ENSMUSG00000037012	PF00349
ENSMUSG00000047945	PF02063
ENSMUSG00000047216	PF01049
ENSMUSG00000047216	PF00028
ENSMUSG00000041616	PF00212
ENSMUSG00000034709	PF10212
ENSMUSG00000034709	PF10205
ENSMUSG00000022120	PF13923
ENSMUSG00000038702	PF00685
ENSMUSG00000022438	PF00307
ENSMUSG00000029866	PF05649
ENSMUSG00000029866	PF01431
ENSMUSG00000045479	PF13853
ENSMUSG00000035472	PF00153
ENSMUSG00000079104	PF14572
ENSMUSG00000079104	PF13793
ENSMUSG00000024587	PF00152
ENSMUSG00000024587	PF01336
ENSMUSG00000021993	PF01432
ENSMUSG00000022439	PF00307
ENSMUSG00000049538	PF08686
ENSMUSG00000049538	PF00090
ENSMUSG00000049538	PF17771
ENSMUSG00000049538	PF05986
ENSMUSG00000049538	PF01562
ENSMUSG00000049538	PF01421
ENSMUSG00000049538	PF19030
ENSMUSG00000049538	PF19236
ENSMUSG00000031441	PF00122
ENSMUSG00000031441	PF16212
ENSMUSG00000031441	PF13246
ENSMUSG00000031441	PF16209
ENSMUSG00000025085	PF16182
ENSMUSG00000025085	PF02209
ENSMUSG00000025085	PF00412
ENSMUSG00000021253	PF00688
ENSMUSG00000021253	PF00019
ENSMUSG00000079262	PF03137
ENSMUSG00000079262	PF07648
ENSMUSG00000025413	PF18972
ENSMUSG00000021337	PF13202
ENSMUSG00000021337	PF13499
ENSMUSG00000055745	PF16297
ENSMUSG00000058499	PF05326
ENSMUSG00000032352	PF13855
ENSMUSG00000014104	PF05326
ENSMUSG00000021643	PF04419
ENSMUSG00000036106	PF08539
ENSMUSG00000029865	PF05326
ENSMUSG00000044938	PF00651
ENSMUSG00000044938	PF01344
ENSMUSG00000044938	PF13964
ENSMUSG00000044938	PF07707
ENSMUSG00000028800	PF00850
ENSMUSG00000021898	PF12796
ENSMUSG00000021898	PF07525
ENSMUSG00000062833	PF05326
ENSMUSG00000033021	PF00483
ENSMUSG00000033021	PF00132
ENSMUSG00000039676	PF13499
ENSMUSG00000023289	PF05326
ENSMUSG00000033149	PF00169
ENSMUSG00000047102	PF05296
ENSMUSG00000027677	PF13414
ENSMUSG00000027677	PF13181
ENSMUSG00000039529	PF00122
ENSMUSG00000039529	PF13246
ENSMUSG00000039529	PF16212
ENSMUSG00000039529	PF16209
ENSMUSG00000039529	PF08282
ENSMUSG00000040219	PF07719
ENSMUSG00000040219	PF00515
ENSMUSG00000000253	PF00478
ENSMUSG00000060969	PF05920
ENSMUSG00000019558	PF00209
ENSMUSG00000020184	PF02201
ENSMUSG00000020184	PF00641
ENSMUSG00000020184	PF13920
ENSMUSG00000040760	PF00169
ENSMUSG00000040760	PF16746
ENSMUSG00000040760	PF00640
ENSMUSG00000063975	PF03137
ENSMUSG00000063975	PF07648
ENSMUSG00000038965	PF00179
ENSMUSG00000078954	PF13716
ENSMUSG00000078954	PF00620
ENSMUSG00000032350	PF03074
ENSMUSG00000051917	PF05296
ENSMUSG00000023994	PF02045
ENSMUSG00000055214	PF13918
ENSMUSG00000033478	PF10257
ENSMUSG00000033478	PF19314
ENSMUSG00000033478	PF19311
ENSMUSG00000041681	PF00214
ENSMUSG00000071636	PF07653
ENSMUSG00000078184	PF00076
ENSMUSG00000034871	PF10223
ENSMUSG00000021645	PF06003
ENSMUSG00000060181	PF03151
ENSMUSG00000003882	PF18447
ENSMUSG00000003882	PF00041
ENSMUSG00000017765	PF03522
ENSMUSG00000017765	PF00324
ENSMUSG00000050240	PF13894
ENSMUSG00000050240	PF00651
ENSMUSG00000050240	PF00096
ENSMUSG00000001504	PF05920
ENSMUSG00000033007	PF00858
ENSMUSG00000029864	PF01323
ENSMUSG00000033855	PF00928
ENSMUSG00000000409	PF00018
ENSMUSG00000000409	PF00017
ENSMUSG00000000409	PF07714
ENSMUSG00000052942	PF00096
ENSMUSG00000071506	PF15345
ENSMUSG00000022657	PF00047
ENSMUSG00000048087	PF00670
ENSMUSG00000048087	PF05221
ENSMUSG00000046876	PF08517
ENSMUSG00000046876	PF12547
ENSMUSG00000070695	PF02210
ENSMUSG00000070695	PF00008
ENSMUSG00000070695	PF00754
ENSMUSG00000050493	PF11652
ENSMUSG00000060548	PF00020
ENSMUSG00000038773	PF02373
ENSMUSG00000016624	PF00628
ENSMUSG00000041671	PF18267
ENSMUSG00000041671	PF07992
ENSMUSG00000040726	PF00046
ENSMUSG00000038555	PF03134
ENSMUSG00000023345	PF00400
ENSMUSG00000036990	PF02338
ENSMUSG00000052632	PF16746
ENSMUSG00000052632	PF01412
ENSMUSG00000052632	PF14604
ENSMUSG00000052632	PF12796
ENSMUSG00000052632	PF00169
ENSMUSG00000038418	PF00096
ENSMUSG00000038418	PF11914
ENSMUSG00000038418	PF11928
ENSMUSG00000021604	PF05920
ENSMUSG00000055692	PF15194
ENSMUSG00000028798	PF00400
ENSMUSG00000038132	PF00076
ENSMUSG00000031898	PF01244
ENSMUSG00000016534	PF01299
ENSMUSG00000016619	PF00638
ENSMUSG00000016619	PF08911
ENSMUSG00000024360	PF03464
ENSMUSG00000024360	PF03465
ENSMUSG00000024360	PF03463
ENSMUSG00000032349	PF01151
ENSMUSG00000021606	PF10276
ENSMUSG00000025909	PF00595
ENSMUSG00000053687	PF01244
ENSMUSG00000053716	PF00581
ENSMUSG00000053716	PF00782
ENSMUSG00000025086	PF01509
ENSMUSG00000021607	PF00444
ENSMUSG00000040771	PF01661
ENSMUSG00000036046	PF09741
ENSMUSG00000002015	PF18035
ENSMUSG00000002015	PF05529
ENSMUSG00000007867	PF15305
ENSMUSG00000040694	PF18772
ENSMUSG00000048279	PF05168
ENSMUSG00000094429	PF00096
ENSMUSG00000094429	PF01352
ENSMUSG00000024359	PF00012
ENSMUSG00000100265	PF01352
ENSMUSG00000100265	PF00096
ENSMUSG00000024154	PF03153
ENSMUSG00000101303	PF01352
ENSMUSG00000101303	PF00096
ENSMUSG00000100305	PF01352
ENSMUSG00000100305	PF00096
ENSMUSG00000058355	PF04068
ENSMUSG00000058355	PF00037
ENSMUSG00000058355	PF00005
ENSMUSG00000021373	PF01213
ENSMUSG00000021373	PF08603
ENSMUSG00000101415	PF01352
ENSMUSG00000101415	PF00096
ENSMUSG00000023908	PF00069
ENSMUSG00000061024	PF04939
ENSMUSG00000100617	PF00096
ENSMUSG00000100617	PF01352
ENSMUSG00000019889	PF00102
ENSMUSG00000019889	PF07679
ENSMUSG00000019889	PF00629
ENSMUSG00000019889	PF00041
ENSMUSG00000102030	PF00096
ENSMUSG00000102030	PF01352
ENSMUSG00000036977	PF03256
ENSMUSG00000069237	PF06271
ENSMUSG00000022434	PF13289
ENSMUSG00000062352	PF10480
ENSMUSG00000023995	PF03073
ENSMUSG00000023909	PF03006
ENSMUSG00000026374	PF01997
ENSMUSG00000029016	PF00571
ENSMUSG00000029016	PF00654
ENSMUSG00000040717	PF16742
ENSMUSG00000040717	PF08357
ENSMUSG00000022656	PF07686
ENSMUSG00000022656	PF08205
ENSMUSG00000040680	PF00431
ENSMUSG00000040680	PF01822
ENSMUSG00000040680	PF00051
ENSMUSG00000037815	PF01044
ENSMUSG00000064325	PF03024
ENSMUSG00000064325	PF07995
ENSMUSG00000031378	PF00005
ENSMUSG00000031378	PF06472
ENSMUSG00000020080	PF00349
ENSMUSG00000020080	PF03727
ENSMUSG00000071862	PF13855
ENSMUSG00000024107	PF13306
ENSMUSG00000024107	PF00001
ENSMUSG00000051839	PF01102
ENSMUSG00000035296	PF04790
ENSMUSG00000026377	PF12196
ENSMUSG00000026377	PF00076
ENSMUSG00000032937	PF12369
ENSMUSG00000032937	PF01462
ENSMUSG00000032937	PF00001
ENSMUSG00000032937	PF13306
ENSMUSG00000066878	PF00514
ENSMUSG00000066878	PF16186
ENSMUSG00000066878	PF01749
ENSMUSG00000024357	PF08609
ENSMUSG00000043157	PF00025
ENSMUSG00000058550	PF14047
ENSMUSG00000021928	PF05241
ENSMUSG00000020079	PF18147
ENSMUSG00000020079	PF00271
ENSMUSG00000020079	PF12513
ENSMUSG00000020079	PF18114
ENSMUSG00000043592	PF17217
ENSMUSG00000043592	PF00791
ENSMUSG00000043592	PF00531
ENSMUSG00000040669	PF16616
ENSMUSG00000040669	PF00536
ENSMUSG00000072419	PF14049
ENSMUSG00000072419	PF14047
ENSMUSG00000021895	PF00621
ENSMUSG00000078945	PF17779
ENSMUSG00000078945	PF00653
ENSMUSG00000078945	PF17889
ENSMUSG00000078945	PF05729
ENSMUSG00000115067	PF01244
ENSMUSG00000040097	PF04500
ENSMUSG00000040097	PF16662
ENSMUSG00000040097	PF15423
ENSMUSG00000042353	PF16184
ENSMUSG00000042353	PF19309
ENSMUSG00000042353	PF03160
ENSMUSG00000031996	PF10515
ENSMUSG00000031996	PF12924
ENSMUSG00000031996	PF02177
ENSMUSG00000031996	PF12925
ENSMUSG00000031996	PF00014
ENSMUSG00000021929	PF00514
ENSMUSG00000021929	PF16186
ENSMUSG00000021929	PF01749
ENSMUSG00000022652	PF07496
ENSMUSG00000022652	PF13589
ENSMUSG00000022652	PF17942
ENSMUSG00000031385	PF01403
ENSMUSG00000031385	PF01437
ENSMUSG00000031385	PF08337
ENSMUSG00000031385	PF18020
ENSMUSG00000031385	PF01833
ENSMUSG00000031385	PF17960
ENSMUSG00000025911	PF00465
ENSMUSG00000040455	PF00443
ENSMUSG00000040455	PF02148
ENSMUSG00000072663	PF06294
ENSMUSG00000072663	PF00406
ENSMUSG00000040490	PF00041
ENSMUSG00000040490	PF07679
ENSMUSG00000040490	PF13855
ENSMUSG00000023911	PF15423
ENSMUSG00000049109	PF12736
ENSMUSG00000117694	PF13893
ENSMUSG00000023333	PF03615
ENSMUSG00000071203	PF00653
ENSMUSG00000071203	PF17779
ENSMUSG00000071203	PF17889
ENSMUSG00000071203	PF05729
ENSMUSG00000031901	PF01207
ENSMUSG00000031901	PF00035
ENSMUSG00000067879	PF15505
ENSMUSG00000002007	PF00069
ENSMUSG00000045538	PF00271
ENSMUSG00000045538	PF00270
ENSMUSG00000029863	PF00656
ENSMUSG00000029863	PF00619
ENSMUSG00000039218	PF08312
ENSMUSG00000022432	PF06470
ENSMUSG00000022432	PF02463
ENSMUSG00000022431	PF05914
ENSMUSG00000002010	PF00180
ENSMUSG00000057335	PF15308
ENSMUSG00000057335	PF00498
ENSMUSG00000039542	PF00041
ENSMUSG00000039542	PF07679
ENSMUSG00000039542	PF13927
ENSMUSG00000031715	PF00176
ENSMUSG00000031715	PF09111
ENSMUSG00000031715	PF00271
ENSMUSG00000031715	PF09110
ENSMUSG00000055839	PF00240
ENSMUSG00000034853	PF01852
ENSMUSG00000034853	PF03061
ENSMUSG00000040649	PF08443
ENSMUSG00000021288	PF13374
ENSMUSG00000021288	PF13424
ENSMUSG00000021288	PF13176
ENSMUSG00000048758	PF01779
ENSMUSG00000002014	PF05404
ENSMUSG00000064120	PF13353
ENSMUSG00000064120	PF04055
ENSMUSG00000064120	PF06463
ENSMUSG00000064120	PF01967
ENSMUSG00000041720	PF00613
ENSMUSG00000041720	PF19274
ENSMUSG00000041720	PF00454
ENSMUSG00000031714	PF00169
ENSMUSG00000020042	PF12796
ENSMUSG00000020042	PF00023
ENSMUSG00000020042	PF00651
ENSMUSG00000020042	PF13637
ENSMUSG00000058443	PF00252
ENSMUSG00000109156	PF00536
ENSMUSG00000109156	PF00169
ENSMUSG00000109156	PF10534
ENSMUSG00000035451	PF00250
ENSMUSG00000035451	PF08430
ENSMUSG00000035451	PF09354
ENSMUSG00000029009	PF02219
ENSMUSG00000046782	PF00515
ENSMUSG00000046782	PF13181
ENSMUSG00000046782	PF13432
ENSMUSG00000002006	PF00595
ENSMUSG00000022119	PF01480
ENSMUSG00000029007	PF06396
ENSMUSG00000021338	PF16000
ENSMUSG00000021338	PF17888
ENSMUSG00000021338	PF13516
ENSMUSG00000020078	PF03643
ENSMUSG00000030775	PF15330
ENSMUSG00000050010	PF13908
ENSMUSG00000029005	PF15550
ENSMUSG00000042496	PF12874
ENSMUSG00000042496	PF00096
ENSMUSG00000042496	PF12171
ENSMUSG00000042496	PF16638
ENSMUSG00000022650	PF06954
ENSMUSG00000035187	PF00046
ENSMUSG00000056917	PF02145
ENSMUSG00000056917	PF00595
ENSMUSG00000028034	PF09005
ENSMUSG00000028034	PF00013
ENSMUSG00000049620	PF00089
ENSMUSG00000022766	PF00079
ENSMUSG00000021930	PF00622
ENSMUSG00000020077	PF04360
ENSMUSG00000061100	PF06954
ENSMUSG00000035431	PF00001
ENSMUSG00000035235	PF13445
ENSMUSG00000035235	PF00643
ENSMUSG00000031902	PF16179
ENSMUSG00000031902	PF00554
ENSMUSG00000029330	PF01148
ENSMUSG00000024114	PF00089
ENSMUSG00000022651	PF06954
ENSMUSG00000037236	PF13893
ENSMUSG00000006134	PF00017
ENSMUSG00000006134	PF07653
ENSMUSG00000006134	PF00018
ENSMUSG00000021287	PF08423
ENSMUSG00000030116	PF05507
ENSMUSG00000021374	PF08604
ENSMUSG00000021374	PF00641
ENSMUSG00000021374	PF10599
ENSMUSG00000048992	PF00089
ENSMUSG00000038250	PF00443
ENSMUSG00000024116	PF00089
ENSMUSG00000038582	PF07228
ENSMUSG00000001366	PF12937
ENSMUSG00000001366	PF19270
ENSMUSG00000040651	PF12509
ENSMUSG00000024935	PF00375
ENSMUSG00000054309	PF00753
ENSMUSG00000054309	PF07521
ENSMUSG00000054309	PF11718
ENSMUSG00000054309	PF10996
ENSMUSG00000028797	PF10639
ENSMUSG00000078942	PF05729
ENSMUSG00000078942	PF17889
ENSMUSG00000078942	PF17779
ENSMUSG00000078942	PF00653
ENSMUSG00000040274	PF00069
ENSMUSG00000032067	PF01242
ENSMUSG00000053253	PF10176
ENSMUSG00000025912	PF13921
ENSMUSG00000025912	PF07988
ENSMUSG00000025912	PF00249
ENSMUSG00000025912	PF09316
ENSMUSG00000037058	PF07145
ENSMUSG00000031903	PF02450
ENSMUSG00000045210	PF19437
ENSMUSG00000045210	PF02338
ENSMUSG00000078552	PF03607
ENSMUSG00000040260	PF02181
ENSMUSG00000040260	PF06367
ENSMUSG00000040260	PF06371
ENSMUSG00000038569	PF04139
ENSMUSG00000040795	PF00612
ENSMUSG00000032066	PF03055
ENSMUSG00000024354	PF00860
ENSMUSG00000044667	PF01569
ENSMUSG00000052798	PF04121
ENSMUSG00000039217	PF00340
ENSMUSG00000054843	PF00053
ENSMUSG00000054843	PF07974
ENSMUSG00000054843	PF13854
ENSMUSG00000054843	PF13418
ENSMUSG00000054843	PF01437
ENSMUSG00000054843	PF00059
ENSMUSG00000054843	PF00431
ENSMUSG00000024353	PF11938
ENSMUSG00000031904	PF13520
ENSMUSG00000032065	PF15219
ENSMUSG00000073600	PF15232
ENSMUSG00000023999	PF00225
ENSMUSG00000046753	PF15236
ENSMUSG00000020986	PF04811
ENSMUSG00000020986	PF00626
ENSMUSG00000020986	PF04815
ENSMUSG00000020986	PF08033
ENSMUSG00000020986	PF04810
ENSMUSG00000033106	PF08574
ENSMUSG00000022114	PF05210
